Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2026-02-22 03:23:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7431176848199393280,"We lost a few hours last week because no one wanted to say ""I don't know.""""
""""
""A ticket came in about slowness in one of our office networks. The engineer who picked it up ran through the standard checks and then spent an hour poking around, unsuccessfully, trying to find the root cause. They put the ticket on hold to get back to it after lunch.""
""""
""While they were out, a second engineer took a look. After another hour they threw up their hands and asked a senior engineer for help.""
""""
""The senior engineer pointed out a misconfiguration that wasn't obvious unless you knew what to look for.""
""""
""The fix took five minutes once it was pointed out.""
""""
""I get it. No one wants to be the person who doesn't have the answer. Especially when you're newer or when the team is busy. But ""I don't know"" followed by ""let me pull someone in"" is faster than pretending you do.""
""""
""What we changed is small. If a ticket sits with you for more than 30 minutes without progress, you say something. You don't have to solve it. You just have to stop it from sitting there.""
""""
""It's not about knowing everything. It's about not letting a problem age while you figure it out alone.""
""""
""How does your team make it safe to say ""I need another set of eyes on this""?","","",MEMBER_NETWORK
2026-02-17 14:59:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7429540102525132800,"A sharp chisel does exactly what you ask it to do. That's the problem.""
""""
""I was trimming a mortise last weekend, moving fast, confident the angle was right. One extra pass and I had a gap I couldn't fix. The chisel didn't make a mistake. I did. And sharp tools don't forgive sloppy thinking the way dull ones do.""
""""
""I think about that in IT a lot.""
""""
""When your team is good, when the systems are tuned and the access is wide, things move fast. A change gets pushed without a second set of eyes. A firewall rule gets added ""just temporarily."" An account stays active two weeks after someone leaves because nobody owns the offboarding process.""
""""
""Sharp teams cut fast. That's mostly a good thing. But speed without a moment of pause is how small decisions become expensive ones.""
""""
""I've learned this the hard way, usually right after something went sideways on a Friday afternoon.""
""""
""The habit we built is simple. We explain every change in our Change Board before it runs. Having to talk about it out loud exposes more than you'd think, not because others see it, but because it makes you think about it differently.""
""""
""What does your team do to slow down just enough before a sharp tool does exactly what you told it to?","","",MEMBER_NETWORK
2026-02-16 12:20:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7429137495696560128,"Sometimes the hardest decision is not what to do.""
""""
""It’s when to do it.""
""""
""We had something the team really wanted to implement. It was a good idea. It would have improved things. And honestly, we were excited about it.""
""""
""But when we looked at timing and risk, we realized we were trying to squeeze it into a week that already had too many moving parts.""
""""
""If we pushed it through, we probably could have made it work.""
""""
""But we also would have been doing it in a rushed, tired state. And that’s when small mistakes turn into bigger problems.""
""""
""So we made the call to wait.""
""""
""Not because the idea was bad.""
""Not because we didn’t care.""
""But because we wanted to do it well.""
""""
""We wrote down what “ready” needed to look like:""
""What had to be tested.""
""What dependencies had to be confirmed.""
""What communications needed to go out.""
""What window made sense.""
""""
""That decision wasn’t fun in the moment.""
""""
""But it protected stability. And it protected the team’s focus.""
""""
""I’m learning that leadership is not just pushing for progress. It’s also knowing when to slow down so progress does not turn into rework.""
""""
""How do you decide when to move fast, and when to wait?","","",MEMBER_NETWORK
2026-02-11 04:05:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7427201208727023616,"In woodworking, buying a new tool can feel like progress.""
""""
""Sometimes it is. A better tool can absolutely make better work.""
""""
""But I’ve also learned this the hard way.""
""""
""A fancy tool does not fix a fuzzy plan.""
""""
""If I’m not clear on the cut I’m trying to make, I can spend a lot of money and still end up frustrated.""
""""
""Work is similar.""
""""
""In IT, when things feel messy, it’s tempting to add another platform.""
""Another dashboard. Another monitor. Another system that promises to simplify everything.""
""""
""And sometimes new tooling is the right answer.""
""""
""But if we don’t have clarity on what problem we’re solving, we just add cost and complexity.""
""""
""A question I’m trying to ask more often before we add anything new:""
""""
""What decision will this help us make, faster or better?""
""""
""If the answer is not clear, we pause.""
""""
""What’s a tool or platform you stopped using because it added more complexity than value?","","",MEMBER_NETWORK
2026-02-09 13:01:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7426611320961183744,"Ownership gets talked about a lot in IT.""
""""
""And if you’ve been on a team long enough, you’ve probably felt the bad version of it.""
""""
""Ownership that feels like blame.""
""Ownership that means you’re on an island.""
""Ownership that turns into “good luck, you’ve got it.”""
""""
""That’s not what I mean.""
""""
""Lately I’ve been thinking about ownership in a different way.""
""""
""Not “who gets blamed when it breaks,” but “who makes sure it stays healthy.”""
""""
""Ownership of an application.""
""Ownership of a process.""
""Ownership of a service that the business depends on.""
""""
""When ownership is clear, a few good things happen:""
""	•	Changes have a natural path, because someone knows the standards and the history.""
""	•	Documentation stays alive, because someone actually feels responsible for keeping it current.""
""	•	Monitoring improves, because someone notices patterns and tunes noise instead of living with it.""
""	•	Vendor asks stop bouncing around, because there’s a clear front door for questions and decisions.""
""""
""It’s not about control. It’s about care and consistency.""
""""
""And it’s not a one-person job. The owner is the coordinator and the accountable voice. The team still supports, contributes, and cross-trains.""
""""
""But without an owner, “everyone owns it” quietly turns into “no one owns it.”""
""""
""Where could clearer ownership help your team right now, a process, an application, or a tool?","","",MEMBER_NETWORK
2026-02-04 12:15:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7424787710449508353,"Batch work is one of the simplest ways I know to make progress without burning out.""
""""
""In my shop, if I’m building multiple items, I don’t make one start to finish.""
""""
""I batch it.""
""""
""I cut all the pieces.""
""Then I drill.""
""Then I sand.""
""Then I finish.""
""""
""It feels less exciting in the moment, because you don’t get that quick “one is done” win.""
""""
""But it’s faster. It’s cleaner. And it reduces mistakes because your brain stays in the same mode for longer.""
""""
""Network work has its own version of batching.""
""""
""For example, instead of doing switchport changes one at a time all day, we can group them into a short daily block and knock them out with the same standard checks.""
""""
""Same idea with monitoring hygiene. We can set a weekly window to tune noisy alerts, remove dead monitors, and make sure new sites and circuits are actually covered.""
""""
""Even documentation gets easier when you batch it. Pick one system each week, update the runbook while the details are fresh, and move on.""
""""
""None of that eliminates urgent work. Incidents still happen.""
""""
""But batching gives the team a way to stay proactive, reduce context switching, and keep the backlog from feeling endless.""
""""
""Where could batching help your team right now, even in a small way?","","",MEMBER_NETWORK
2026-01-30 03:29:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7422843382068084736,"A small thing that’s helped my team more than I expected is getting specific about what “done” means.""
""""
""Because in IT, “done” can mean a lot of things.""
""""
""The system is back up.""
""The change went in.""
""The ticket stopped screaming.""
""""
""And when you’re busy, it’s really tempting to close it out and move on. I get it. There is always another thing waiting.""
""""
""But I’ve learned that “done enough” is how you create future work for yourself.""
""""
""So we started asking a simple question before we call something finished:""
""""
""Are we done, or did we just stop?""
""""
""I’ve seen too many tickets where the fix worked, but nobody wrote down what they found. Two weeks later it happens again and we’re back to rediscovering the same thing.""
""""
""For us, “done” usually includes a few basics:""
""	•	We double-check the outcome, not just that the change applied.""
""	•	We leave decent notes in the ticket, so the next person isn’t stuck guessing.""
""	•	We sanity-check monitoring and alerts, because changes have a way of creating new blind spots.""
""	•	We update the documentation with what we found and what we changed, while it’s still fresh in our heads.""
""""
""None of this is hard. It’s just the part you want to skip when the issue is finally quiet. That’s exactly why we try to do it anyway.""
""""
""Because if we skip this part, we don’t really save time. We just push the cost into the future, and it usually shows up as an escalation or a late night problem.""
""""
""I’m trying to treat “definition of done” as a way to protect the team, not as extra bureaucracy.""
""""
""What’s something you wish your team did more consistently before calling work “done”?","","",MEMBER_NETWORK
2026-01-24 01:50:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7420644166415699968,Great event with some fantastic people!,"","",MEMBER_NETWORK
2026-01-22 13:04:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7420088858001821696,"In woodworking, “measure twice, cut once” sounds simple.""
""""
""It’s also the hardest advice to follow when you’re excited to make progress.""
""""
""Because measuring feels like you’re not building anything. It feels slow. It feels like you’re delaying the real work.""
""""
""I can’t tell you how many times I’ve skipped that step, confident in my measuring and my memory, only to find out during assembly that a piece was too long, or worse, too short.""
""""
""Now I’m irritated. My flow is gone. And I’m much more likely to make another mistake because I’m trying to fix the first one while I’m still feeling it.""
""""
""Work has a version of that too.""
""""
""In IT, especially during busy weeks, it’s tempting to rush a change because the solution feels obvious. You want to get it done and move on.""
""""
""But I’ve learned that a little “measure twice” time saves a lot of “cut twice” pain.""
""""
""For us, that looks like:""
""	•	A quick peer review, even when it feels unnecessary""
""	•	A clear rollback plan, even when you “won’t need it”""
""	•	Confirming dependencies before the change window starts""
""	•	Writing the stakeholder update before you hit deploy, so you’re not scrambling mid-change""
""""
""None of that is complicated. It’s just discipline.""
""""
""And it’s one of the best ways I know to protect the team’s time and confidence.""
""""
""What’s your version of “measure twice” at work?","","",MEMBER_NETWORK
2026-01-22 12:48:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7420084907500204032,"We were getting ready to push a routing configuration update to every office switch.""
""""
""We had tested it in the lab. We felt good about the underlying design. Confidence was high.""
""""
""The part that almost got us wasn’t the routing logic.""
""""
""It was a subnet mask typo in the deployment script.""
""""
""The engineer driving the change wasn’t sold on the peer review step. He felt like it would slow things down. And honestly, he also felt like, “I know what I’m doing.” The process felt to him like a signal that management didn’t trust the engineers.""
""""
""He submitted it anyway.""
""""
""The reviewing engineer pulled the script and caught it right away.""
""""
""Here’s the scary part.""
""""
""The config would have worked when deployed. Nothing would have immediately failed. We probably would have celebrated and moved on.""
""""
""But that one mask value would have created future routing conflicts because it would have made our address space look like it overlapped between sites. The kind of problem that shows up later, under pressure, and takes way longer to unwind.""
""""
""That review didn’t just catch a typo.""
""""
""It protected the future.""
""""
""It reminded me that fundamentals are not busywork. They’re how you keep today’s change from becoming next month’s incident.""
""""
""What’s one “simple discipline” your team uses that saves you from problems you never have to see?","","",MEMBER_NETWORK
2026-01-16 04:13:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7417780935519248384,"In my shop, I have a bin of scrap wood that I keep “just in case.”""
""""
""And every so often I have to be honest with myself:""
""""
""Some of it isn’t scrap. It’s clutter.""
""""
""It has potential.""
""It’s a good species.""
""It’s not that small.""
""And I can absolutely imagine the project I might use it for someday.""
""""
""But if I haven’t touched it in a year… I’m probably not going to.""
""""
""Keeping it doesn’t make me more prepared. It just makes it harder to find the pieces I actually use.""
""""
""We had a similar moment at work recently.""
""""
""We made the call to eliminate one of our monitoring applications. It had a lot of potential, but it was expensive, and we just never made the time to use it the way it deserved. On top of that, many of the features were already being handled by other tools.""
""""
""So we asked the uncomfortable question: are we keeping this because it’s helping us… or because we feel bad letting go of something with “potential”?""
""""
""Letting it go wasn’t a failure. It was a choice to simplify, reduce overlap, and focus on what we’re actually going to maintain and use well.""
""""
""Sometimes the most responsible thing you can do is stop carrying the things you’re not going to invest in.""
""""
""What have you “kept around” because it had potential — and what helped you finally decide to either commit to it or let it go?","","",MEMBER_NETWORK
2026-01-16 04:11:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7417780416008433664,"One of the biggest changes I’ve made as a manager isn’t about how we troubleshoot.""
""""
""It’s about how we communicate while we troubleshoot.""
""""
""Earlier in my career, I thought updates had to include the answer. If I didn’t have the fix yet, I felt like I didn’t have anything useful to say.""
""""
""Now I think the most helpful updates are often the simplest:""
""	•	Here’s what we know.""
""	•	Here’s what we’ve tried.""
""	•	Here’s what we’re doing next.""
""	•	Here’s when you’ll hear from us again.""
""""
""That’s it.""
""""
""It doesn’t solve the problem by itself — but it reduces anxiety. It builds trust. And it gives the team room to work instead of constantly switching contexts to respond to pings.""
""""
""I’ve learned that when people ask for updates, they’re usually not trying to be difficult. They’re trying to understand risk and make decisions. A steady cadence helps everyone breathe.""
""""
""What does a “good update” look like on your team when you’re still in the middle of it?","","",MEMBER_NETWORK
2026-01-08 05:01:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7414894075973382144,"In woodworking, a jig can feel like a detour.""
""""
""You want to jump straight into building the thing. But instead, you spend time making a guide, a stop block, a template… something that doesn’t look like progress at all.""
""""
""Until you use it.""
""""
""The jig doesn’t just make the cut faster.""
""It makes the cut consistent.""
""""
""And that consistency does something underrated: it reduces stress. You’re not reinventing the process every time. You’re not second-guessing. You can focus on quality instead of worrying about whether you lined everything up perfectly.""
""""
""I think a lot of our work benefits from the same idea.""
""""
""A standard checklist for changes.""
""A runbook that’s actually readable.""
""A handoff template that captures the basics.""
""A consistent way to communicate during incidents.""
""""
""None of it is exciting. But it builds “repeatable calm” — especially when the pace picks up.""
""""
""What’s one template, checklist, or standard your team has that quietly makes everything smoother?","","",MEMBER_NETWORK
2026-01-08 05:01:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7414893903041974273,"“Jump in and help” is one of the best instincts on a good team.""
""""
""And sometimes… it’s also how things get messy.""
""""
""I’ve seen days where everyone is doing the right thing:""
""Someone is digging into an incident.""
""Someone else is chasing down a circuit issue.""
""Another person is deep in a change window.""
""And a few more “quick asks” show up that aren’t quick at all.""
""""
""All helpful. All important.""
""""
""But when we’re not aligned, it turns into parallel work, duplicated work, and mixed signals. Then we’re not just solving problems — we’re also trying to untangle who’s doing what, what’s already been tried, and what’s still outstanding.""
""""
""One change that’s helped us is simple: a short morning stand-up.""
""""
""Not a long meeting. Just enough to get on the same page:""
""""
""What are you working today?""
""Where are you blocked?""
""What’s time-sensitive?""
""What should the rest of the team avoid duplicating?""
""""
""It doesn’t eliminate surprises (IT will always be IT). But it gives the day a little structure. And it keeps “helpful” from turning into “noisy.”""
""""
""Do you have a stand-up (or something like it)? If so, what makes it actually useful instead of just another meeting?","","",MEMBER_NETWORK
2026-01-08 04:49:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7414890865497845760,"In woodworking, the last 10% is the part that tests your patience.""
""The project is assembled. It “works.” It even looks pretty good from a few feet away.""
""But then comes the sanding. Breaking the edges. Applying the finish. Those little touch-ups you only notice when you slow down and really look.""
""That’s the part that turns the piece into something you’re proud to put your name on.""
""""
""Work is a lot like that.""
""""
""In IT, we often celebrate the moment the system is back up, the change is complete, or the new service is live. And we should. That’s real progress.""
""""
""But that last 10% is where reliability lives:""
"" Documentation that makes sense to someone who wasn’t in the room.""
"" Monitoring that catches the problem before a user does.""
"" Clean handoffs so the next person isn’t guessing.""
"" A quick post-incident note that helps future us.""
""""
""It’s not glamorous work. It doesn’t always show up on status reports. And it’s the first thing to get squeezed when everyone’s busy.""
""But when we skip it, we pay for it later. Usually at the worst possible time.""
""I’m trying to get better at treating finish work as part of the job, not extra credit.""
""""
""Where does the “last 10%” show up on your team, and what helps you protect time for it?","","",MEMBER_NETWORK
2026-01-06 02:34:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7414132323467833344,"I used to think the fastest way through an outage was “all hands on deck.”""
""""
""Sometimes it is.""
""A lot of times… it’s not.""
""""
""We had a recent issue that wasn’t actually that complicated. It felt complicated because of the coordination (or lack of it).""
""""
""Two engineers were troubleshooting in parallel, both trying to be helpful… but they weren’t sharing what they were doing.""
""Three different conversation threads were going in Teams. ""
""And people were checking in constantly, which I get, because everyone just wants to know, “Are we okay?”""
""""
""At one point I realized we were spending more time stitching the story together than actually solving the problem.""
""""
""What we changed wasn’t adding a new tool or designing some perfect process.""
""""
""It was simply designating an owner and setting a cadence:""
""""
""“Patrick’s driving. Everyone feed updates to him. We’ll do stakeholder updates every 15 minutes.”""
""""
""The next issue went way better. The noise dropped, the team had room to think, and the updates felt steady instead of reactive.""
""""
""And the bigger win was the reminder I keep coming back to: clarity is a form of leadership - especially when things are stressful.""
""""
""What do you do to keep urgent work from turning into noisy work?","","",MEMBER_NETWORK
2025-12-29 02:38:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7411234084850573313,"Post 12/12 – The Leadership of the Matriarch (Series Wrap-Up)""
""""
""Wrapping up the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""When I started this series, I didn’t expect a group of elephants to teach me so much about leadership. But the more I learned, the clearer the pattern became.""
""""
""The best leaders don’t rely on control.""
""They rely on trust.""
""""
""They stay calm when things get hard.""
""They protect their people.""
""They teach what they know.""
""They think beyond themselves.""
""""
""Most of all, they build teams that can stand on their own.""
""""
""That’s what the elephant matriarch does.""
""And that’s the kind of leadership worth practicing.""
""""
""👉 Which lesson from this series stuck with you the most?""
""""
""#Leadership #TeamCulture #GrowthMindset #ElephantLeadership #Reflection","","",MEMBER_NETWORK
2025-12-29 02:35:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7411233351828733952,"Post 11/12 – Lead for Legacy""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Elephant herds remember their matriarchs long after they’re gone.""
""Not in stories or titles — but in habits, paths, and instincts that get passed down.""
""""
""Leadership works the same way.""
""People may forget what you said in a meeting, but they remember how you treated them, how you made decisions, and what behavior you rewarded.""
""""
""Your legacy shows up in:""
""🐘 How your team handles pressure""
""🐘 How they treat each other""
""🐘 What they do when you’re not there""
""""
""The goal isn’t to be irreplaceable.""
""The goal is to leave behind a team that’s stronger because you were part of it.""
""""
""👉 What kind of leadership habits are you passing on, intentionally or not?""
""""
""#Leadership #Legacy #Culture #TeamDevelopment #ElephantLeadership","","",MEMBER_NETWORK
2025-12-23 04:00:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7409080366541635584,"Post 10/12 – Handle Loss and Change with Dignity""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""One thing elephants do that really stuck with me is how they handle loss.""
""When a member of the herd dies, they don’t rush past it. They pause. They gather. They acknowledge what was lost — together.""
""""
""Work doesn’t always give us space for that.""
""Projects end. Teams change. People move on. And too often, we just jump straight to “what’s next” without recognizing what came before.""
""""
""Good leaders slow things down just enough to let people process change.""
""Not to dwell — but to respect the moment.""
""""
""🐘 Acknowledge the work that was done.""
""🐘 Recognize the people who carried it.""
""🐘 Then help the team move forward with clarity and care.""
""""
""Change is easier when people feel seen through it.""
""""
""👉 How do you help your team process change without getting stuck in it?""
""""
""#Leadership #Change #Resilience #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-15 23:03:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7406469000768958464,"Post 9/12 – Think Generations Ahead""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""One of the things that struck me most while learning about elephant matriarchs is this:""
""""
""     They lead for elephants they’ll never meet.""
""""
""The paths they choose, the places they return to, the lessons they pass on, all of it is for the next generation. Not for recognition. Not for credit. Just because it matters.""
""""
""Leadership at work isn’t that different.""
""""
""The best leaders I’ve worked with weren’t focused on being indispensable. They were focused on making sure the team would be okay without them.""
""""
""     🐘 They shared what they knew.""
""     🐘 They developed others.""
""     🐘 They left things better than they found them.""
""""
""When a team runs smoothly without you in the room, that’s not a loss of control; that’s success.""
""""
""👉 What’s one thing you’re doing today that will still help your team long after you’ve moved on?""
""""
""#Leadership #Legacy #Mentorship #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-09 04:04:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7404008027248631808,"Post 8/12 – Model Emotional Intelligence""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Elephants comfort each other. They grieve, they console, they feel.""
""And the matriarch leads those emotions by example.""
""""
""In our world, empathy and awareness build trust faster than authority ever could.""
""""
""🐘 Notice who’s quiet.""
""🐘 Check in, not just check up.""
""🐘 Be open, not performative.""
""""
""Teams remember how leaders made them feel long after they forget what the metrics were.""
""""
""👉 How do you show empathy in the way you lead?""
""""
""#Leadership #Empathy #EQ #TeamCulture #ElephantLeadership","","",MEMBER_NETWORK
2025-12-03 13:29:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7401975943059468288,"Post 7/12 – Know When to Move On""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""A watering hole that once saved the herd can kill it in drought.""
""""
""Matriarchs know when it’s time to move on.""
""""
""In leadership, that means recognizing when processes, tools, or habits have outlived their usefulness, even if they once worked perfectly. These tools may be amazing but if they don’t fit the work anymore, get rid of them.""
""""
""🐘 Ask: “If we weren’t already doing this, would we start now?”""
""🐘 Value learning over legacy.""
""🐘 Reward adaptability, not resistance.""
""""
""👉 What’s one “watering hole” your team might be ready to leave behind?""
""""
""#Leadership #ChangeManagement #Adaptability #Innovation #ElephantLeadership","","",MEMBER_NETWORK
2025-11-29 18:54:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7400607985103900672,"This weekend I watched White Christmas for the first time of the season (I usually watch it 3-4 times between Thanksgiving and Christmas.)""
""Putting aside any culturally insensitive parts of the movie (minstrel show number, I’m looking at you) this is still my all time favorite Christmas movie. I never fail to tear up toward the end during the scene where the general sees his battalion lined up.""
""""
""I aspire to be the type of leader that is respected like that. Whose team would do anything for them. And who stays humble enough to carry the firewood and wait tables when needed. ""
""""
""“We ate, and then he ate. We slept, then he slept. - Yeah, then he woke up and nobody slept for 48 hours.” What a great summarization of Servant Leadership!","","",MEMBER_NETWORK
2025-11-21 22:07:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397757465322405888,"Post 6/12 – Teach, Don’t Just Tell""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Matriarchs ensure the next generation survives by teaching, not commanding.""
""""
""In teams, great leaders coach - they don’t just delegate. It's one thing to just hand off work to someone, it's another to take the time to explain the why of the ask, and to give feedback along the way.""
""""
""They turn mistakes into lessons and experience into systems.""
""     🐘 Explain why, not just what.""
""     🐘 Pair new talent with veterans.""
""     🐘 Document what you learn - that’s how a team becomes smarter over time.""
""""
""👉 What’s one lesson from a mentor that still shapes how you lead today?""
""#Leadership #Mentorship #Coaching #Growth #ElephantLeadership""
""""
""Link to Post 1 in the series:""
""https://lnkd.in/gFrV2gEj","","",MEMBER_NETWORK
2025-11-21 21:38:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397750385689600000,I worked with Mike at CRST. He was one of the rising stars on my team and is an incredible person to work with.  I can’t recommend him enough!,"","",MEMBER_NETWORK
2025-11-17 03:03:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7396020126157832192,"Post 5/12 – Make Decisions, But Invite Voices""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""Matriarchs make the final call — but they listen first.""
""They read the herd’s signals before deciding when to move.""
""""
""Strong leaders do the same.""
""They gather input, weigh options, and then make the call with confidence.""
""""
""🐘 Listen broadly.""
""🐘 Decide clearly.""
""🐘 Explain your “why.”""
""""
""Inviting voices doesn’t weaken authority — it strengthens alignment.""
""""
""👉 How do you balance collaboration with decisiveness?""
""""
""#Leadership #DecisionMaking #Collaboration #ElephantLeadership #Trust","","",MEMBER_NETWORK
2025-11-10 22:38:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7393779081294569472,"Post 4/12 – Protect Your Herd""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""When danger appears, the matriarch steps forward — not away.""
""She shields the herd, even at risk to herself.""
""Good leaders do the same.""
""""
""They absorb the noise, deflect unnecessary pressure, and protect their people so they can do great work.""
"" 🐘 Take the hit when you need to.""
"" 🐘 Deliver context, not panic.""
"" 🐘 Defend your team publicly; coach privately.""
""""
""Leadership means making sure your people feel safe enough to perform at their best.""
""""
""👉 Who’s been the leader that made you feel protected at work?""
""""
""#Leadership #Empathy #TeamCulture #PsychologicalSafety #ElephantLeadership""
""""
""https://lnkd.in/gFrV2gEj""
""","","",MEMBER_NETWORK
2025-10-30 13:53:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7389660671405301760,"Post 3/12 – Be the Calm Center in a Storm""
""""
""Continuing the series: Lessons from the Elephant Matriarch""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""When lions roar, the herd looks to the matriarch — not the threat.""
""""
""If she stays calm, they stay calm. If she panics, they scatter.""
""That’s leadership.""
""""
""In our world, the “lions” are outages, deadlines, escalations, or leadership pressure.""
""Your tone determines whether your team focuses or fractures.""
""""
""🐘 Breathe before you speak.""
""🐘 Listen before you decide.""
""🐘 Respond before you react.""
""""
""Teams don’t need a perfect leader — they need a steady one.""
""""
""👉 What’s your go-to move when chaos hits — breathe, listen, or lead?""
""""
""#Leadership #Composure #Resilience #CrisisManagement #ElephantLeadership","","",MEMBER_NETWORK
2025-10-28 01:21:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7388746822485458945,"Post 2/12 – Lead from Knowledge, Not Ego""
""""
""Continuing the series: “Lessons from the Elephant Matriarch” — exploring what elephants can teach us about leading strong, trusted teams.""
""""
""🐘 🐘 🐘 🐘🐘 🐘""
""""
""The herd doesn’t follow the matriarch because she’s loud.""
""They follow because she’s right.""
""""
""Her decisions come from years of experience — memories of every flood, every drought, and every safe path through the wilderness. She doesn’t guess; she remembers.""
""""
""In our world, the best leaders earn that same kind of trust.""
""They don’t lead through ego, hierarchy, or volume — they lead through clarity, credibility, and calm.""
""""
""🐘 Admit what you don’t know.""
""🐘 Share what you do.""
""🐘 Let your record of sound judgment speak louder than your title.""
""""
""Great leadership doesn’t need to announce itself. It earns respect one wise decision at a time.""
""""
""👉 How do you build credibility with your team — expertise, empathy, or both?""
""""
""#Leadership #TeamCulture #Trust #ElephantLeadership #Management #GrowthMindset","","",MEMBER_NETWORK
2025-10-20 14:27:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7386045487868469248,"Post 1/12 – Why the Elephant Matriarch Leads Better Than Most Managers""
""""
""Lately, I’ve been thinking about what real leadership looks like - not the kind that’s written in books, but the kind that actually holds a team together.""
""""
""That reflection led me down an unexpected path: elephants.""
""More specifically, the elephant matriarch — the calm, experienced leader at the heart of every herd.""
""""
""I spent time researching how matriarchs lead, protect, and teach their herds, and the parallels to managing a high-performing team were remarkable.""
""So, over the next few weeks, I’ll be sharing a 12-part series: “Lessons from the Elephant Matriarch.”""
""Each post will explore one behavior and how it translates into better leadership for teams like ours.""
""""
""🐘  🐘🐘🐘🐘🐘""
""When an elephant herd moves, every member — from calf to elder — follows the matriarch.""
""""
""Not because she demands it.""
""But because she’s earned it.""
""""
""She remembers every watering hole, every dry season, every safe path. Her authority isn’t positional — it’s earned through wisdom, composure, and care.""
""""
""We often think leadership is about having answers. But real leadership looks more like the matriarch:""
""""
""🐘 Steady in crisis""
""🐘 Patient in growth""
""🐘 Trusted through experience""
""""
""Great leaders don’t control their teams.""
""They guide them — calmly, consistently, and with confidence built on years of knowing the terrain.""
""""
""👉 Who has been the “matriarch” in your career — the person whose steadiness made everyone better?""
""""
""#Leadership #TeamCulture #Management #WisdomInAction #ElephantLeadership","","",MEMBER_NETWORK
2025-10-12 02:35:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7382967046332071936,"We spend so much time developing technical skills that soft skills sometimes get pushed aside.""
""""
""But I’ve seen communication, empathy, and collaboration make or break a project just as often as configuration errors.""
""""
""If you could wave a wand and instantly strengthen one soft skill across your engineering team, what would it be — and why?""
""""
""#Leadership #Engineering #ITManagement #TeamCulture #Communication  #SRE #CareerGrowth","","",MEMBER_NETWORK
2025-10-09 15:57:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7382081685103788032,Great opportunity to work with same amazing people on some exciting projects here at HDR!,"","",MEMBER_NETWORK
